                   Energy                      Mag                                                   F  N clusters    N vorts        nvx        nvy        nvz  N strings  Max s str            <l string>                Correl
   -9338.8477271031970304      787.6785369852987060    -3241.6049210664623388        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 45432.0887132428688346 42401.6301074830116704 44196.9119481940724654 44500.7774216294128564 44135.3809145453851670 43299.7755820420134114 41719.8826433278154582 42046.9100974372777273 44345.0398655982862692 43619.3840611109262682 42926.1502626234141644 45380.6886650208762148 45278.0769275568964076 46635.9345487351529300 45824.8932566911898903 43907.8822109206521418
   -9480.0498533048030367     1901.5678355518327862    -2808.7044053977638214        0.0000000000000000          0          5          2          4          4          0          0        0.0000000000000000 45697.1248709553838125 44507.2070610674418276 45653.3223899377553607 43941.3709446041466435 46543.9950725178787252 45235.0584384640242206 43323.9202655315020820 46019.1774765489171841 43971.3517746707948390 44886.4261667990649585 45596.7026084533499670 45084.8316624412691453 44238.8521440362383146 45955.1347884373826673 46227.2844813488482032 45752.1744484550654306
   -9380.6600502852816135     2240.0408677729938063    -2515.2020785930667444        0.0000000000000000          0          6          6          4          2          0          0        0.0000000000000000 42994.7859669384561130 43498.9931750430187094 44868.1092096662687254 43990.1724563471943839 43881.3846116853383137 44497.7496802787791239 43655.3488247498389683 42681.5389319235400762 39741.0621423657139530 43151.4202293205307797 44615.6114693385461578 44792.7101183162012603 43575.4482371394988149 43217.1688143577775918 44714.7300149706861703 43576.6200348846323323
   -9326.6376408432206517     2145.7882761742184812    -2612.6945344906939681        0.0000000000000000          0          6          2          4          6          0          0        0.0000000000000000 46061.1913607506576227 45152.9531537932489300 44301.5821082573820604 44184.1257908715706435 44043.3882346800528467 43369.0861376698449021 46238.4963464463507989 45045.7803928422654280 47790.1957877735330840 45545.4339333234674996 46198.6587770139230997 44314.4986766788351815 44621.9985224296324304 44153.6717665481628501 44424.4580060505395522 46247.5539223808882525
   -9466.9240051207852957     1984.9294725398258379    -2749.1546081931460321        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 45499.5748056554293726 45541.3134786707523745 45446.8711162315521506 43668.3479679667725577 43446.0425707384638372 44777.0683603601355571 43849.7241293057013536 44584.2052384658236406 45433.6681505769811338 46197.5102117057467694 45872.4553185455879429 44968.9880332549146260 43902.1254124100523768 46269.0196406147006201 46071.5442704425950069 46357.0318111760789179
   -9294.2068099980133411     2296.0412274918330695    -2449.5920627358827915        0.0000000000000000          0          2          2          0          2          0          0        0.0000000000000000 44386.1833705590033787 43089.5767791318066884 45742.2323577851493610 45143.6528647199666011 44453.8950525321561145 43449.0815250244413619 44764.3096496945363469 44265.1599976464203792 43086.1371798258187482 44893.9742702594885486 43782.1842429661919596 43285.9609814496070612 43157.3922576652839780 45584.1173446216271259 43299.5175818706338760 44729.8958595534786582
   -9425.7861060206196271     2670.0070608984524370    -2073.0563323415954073        0.0000000000000000          0          5          4          4          2          0          0        0.0000000000000000 47473.5586723841115599 44548.3788793355488451 46171.8173876042783377 47050.4047140303882770 45843.1518309571110876 44720.8881630266187130 45860.9830005065159639 45124.0290955921227578 45082.1764538675706717 44827.9931986276933458 45655.8097615265578497 46084.5523196385765914 45355.6212178371424670 45531.4077319681382505 45417.6239003869850421 47854.3076453459507320
   -9412.7563339914795506     2521.1094070235690197    -2241.9558777918564374        0.0000000000000000          0          6          4          4          4          0          0        0.0000000000000000 44811.4439107579091797 44714.3325867130770348 43665.9107436718331883 42557.6775093260948779 43007.7457450725050876 42364.6170174559083534 44097.3476920520915883 45335.5611339986280655 44104.5336132205411559 44407.0993494385911617 43807.6820349250119762 44242.2649140018911567 42958.6469666464399779 45890.3479028959409334 46922.8540264340990689 44422.3932798114619800
   -9417.8339507706896256     2481.0652345987350600    -2291.5515350764239884        0.0000000000000000          0          7          2          4          6          0          0        0.0000000000000000 47184.0758985329302959 45183.7254187979997369 43139.5618216384464176 44631.7877192010855651 45288.1664343171723885 45454.9183457058970816 47039.8901664120276109 46232.1296198173658922 45912.5051331023641978 45199.5381475056783529 45482.7429109011645778 45043.9500796648135292 45463.4658670957433060 44980.3863641014904715 46552.5068596263881773 47501.5060251350369072
   -9358.7481848161951348     2454.4353651710957820    -2354.6661651743306720        0.0000000000000000          0         14         11          8          6          0          0        0.0000000000000000 44783.1948213482028223 46234.2619377733572037 44973.6548951677978039 44516.5771049103786936 45467.5110540154055343 43325.8110571666911710 43969.4913863900437718 44295.4233996146867867 45237.8764050127938390 45536.6189375857138657 44235.0060233559051994 43622.9911280842206907 45645.2981027268397156 45915.8444420889136381 44219.7923943211862934 44257.1000905863184016
