                      Mag                                                   F  N clusters    N vorts        nvx        nvy        nvz  N strings  Max s str            <l string>                Correl
    -160.2224340183482241      291.9483391571209268        0.0000000000000000        359         10          6          6          8          0          0        0.0000000000000000 1908.0312201379524595 1727.8868159559688138 1835.3369616248355669 1868.7633151533484579 1935.7005292997964716 1634.0099519327295639 1530.2666141057809455 1829.0896850269903098
    -289.5172370426249699      171.8222275497001021        0.0000000000000000        308          5          6          0          4          0          0        0.0000000000000000 2122.1161429759827115 2052.4199783719086554 1619.2982324338499893 1422.0922971761915505 2180.8908284749718405 1936.9308380421130096 1955.6808566150687057 1946.3813585687746581
      44.0124300930961851     -328.1666782795344375        0.0000000000000000         82          6          4          2          6          0          0        0.0000000000000000 1658.5890151095832152 1669.5067719417234002 1780.1646823004130056 1351.6231451483472483 1534.7425182598854008 1379.3749569895262539 1699.5437110274313000 1883.3903696115635285
    -262.7087649665464255     -202.6452453388066033        0.0000000000000000        331          5          4          2          4          0          0        0.0000000000000000 1797.3304965396187072 1665.9710444166248635 1627.2872257676788195 1643.6881838808644716 1776.7115014380312914 1880.6261706847908499 1806.9588599415001227 1818.7669001256087995
    -159.1296800558490645     -294.7303435409373833        0.0000000000000000         97          5          2          6          2          0          0        0.0000000000000000 2012.6948798794296636 1702.4943082744730418 1635.3908815235545262 1901.4583417457001815 1787.7166488585696698 1770.9086372022536580 1835.4560499178560349 1695.7614353529904747
     -26.8216446830293691      348.2207876076825528        0.0000000000000000        350          2          0          2          2          0          0        0.0000000000000000 2004.6987837902504452 1912.2895353514115868 1859.1938655105921043 1945.4773102377187115 2054.1160231425233178 2032.4236522175490336 1980.2383025085503050 1685.6454285615363915
      41.0559005139150131     -340.4938660898351941        0.0000000000000000        105          5          2          4          4          0          0        0.0000000000000000 2153.8620098111655352 2020.4750386253883789 1830.6429273323603866 1778.3588629088308153 1949.5561086061204605 1893.4625065936377268 1873.2133338074647781 1732.8381287706583862
    -231.2553557316772697      225.9713885020175326        0.0000000000000000        179          2          2          2          0          0          0        0.0000000000000000 1589.0873933106545337 1765.0447474040590805 1692.2481263091290202 1538.1155036254972401 1689.0437198088714013 1453.7526134539884879 1593.0513704459008295 1518.7932624611303254
    -284.1543567420672503     -177.7204249225372905        0.0000000000000000        341          6          4          4          4          0          0        0.0000000000000000 1353.2389906496266576 1452.0776389235222723 1710.6354041726858668 1624.9960294532588705 1632.7903359798667680 1428.7538884451387275 1396.5911638667180341 1722.8794288199401308
     210.1662128290528813     -276.4289164153109368        0.0000000000000000        236          5          4          4          2          0          0        0.0000000000000000 2162.5296483665833875 1957.8935987368447513 1902.8338148558400462 1944.4903526479449738 1893.0538728574322249 1973.2478474558433845 1848.3604916016649895 2156.7154934766958831
    -300.4241056810244004     -160.2616088886161663        0.0000000000000000        268          0          0          0          0          0          0        0.0000000000000000 1598.1172980069300138 1743.0208012162136129 1490.4869349589216654 1607.4380351416421036 1635.8277806603628051 1767.3903477529597694 1749.5017304955160853 1696.4566251248656954
     -51.7341664041987030     -311.2757917045863110        0.0000000000000000        307         12          8          8          8          0          0        0.0000000000000000 2043.1366273295607243 1580.2529679217827834 1634.8419143021715172 1467.6486739185916122 1069.1785786320795069 1696.6371723605702755 1954.1235631988588466 2105.4631169291792503
     338.0992732350223946       61.3429039813971428        0.0000000000000000        367          3          2          2          2          0          0        0.0000000000000000 1723.6713548802188143 1921.7444365943385947 1721.3207666027424239 1724.8316988795256748 1594.2174434086837209 1617.6945462232204136 1858.5487432181005261 1878.1560901853567884
    -282.4788370826634036      202.7521134541789820        0.0000000000000000        360         12          5          9          8          0          0        0.0000000000000000 2112.1454706767462994 1964.0208659740796975 2054.8830461657385058 1846.0332116244562712 1696.1010358809794525 2005.4537237651384203 2047.9687269208625366 2224.0003156745942761
     195.9264698478696118     -252.5903891289684680        0.0000000000000000        332         14         11         12          4          0          0        0.0000000000000000 1248.3385714314954384 1374.1111059561062575 1280.4033579043148166 1089.7593658618920927 1501.1120757066792066 1504.7545147668779464 1669.6007716927633737 1318.3628569717411665
     308.4059879352972757       98.5614158829777267        0.0000000000000000        295          5          4          4          2          0          0        0.0000000000000000 2130.8026187752066107 1881.3643665606211925 1986.3738901738095137 1555.9455289776240079 972.8737593613425361 1569.0981350257975464 1644.0388833002284628 2101.8129142876805417
     314.0034914197999001       61.1165604860897105        0.0000000000000000        190          4          2          4          2          0          0        0.0000000000000000 2185.7768738391591796 1824.3439488255348806 2044.6451867587225024 1925.2716977721663625 1659.1992468827236280 1367.7291534471394243 1831.1684455146792061 1889.8096184444020764
    -131.6301005193423350      325.1357271699006333        0.0000000000000000         70          5          4          4          1          0          0        0.0000000000000000 2231.7600483139367498 2057.3318409476241868 2179.9120699719906042 2034.1456219380011134 1836.7898555458004921 1929.3692318978778530 2104.3319578715836542 2095.8602805168980012
      14.4251589543529235     -339.6607125755277821        0.0000000000000000        238          6          4          4          4          0          0        0.0000000000000000 1556.7772068210317684 1699.0981176870659510 1738.3139416971396258 1786.9465424392408295 1864.0037591721147692 1665.8806309494896141 1426.5102595755663515 1674.9681451226731497
     316.6502486884932068      -80.1171507669933760        0.0000000000000000        151         18         12         11         11          0          0        0.0000000000000000 1628.2388609087479381 1663.6104308207054601 1821.7497119722195293 1591.2500850068272484 1641.2624563479835160 1507.1924800148756276 1544.2739798020163562 1576.2122282463876672
     -59.3540023067237783      303.7809524120474975        0.0000000000000000        308         10          6          8          6          0          0        0.0000000000000000 1807.6001843581880166 1565.1656404276388912 1828.3484331130619012 1849.0360875162407410 1730.1057528700043804 1263.3775480091280770 1150.7752042384049673 1692.7680906590328505
    -262.0508563148935082      202.7372995702432945        0.0000000000000000         84          7          2          6          6          0          0        0.0000000000000000 1903.4315417829448052 1582.5487386150630300 1841.8172075916597805 1960.3201393331582949 1899.8829692977785726 1687.3418970626480586 1694.7319691064701601 1883.3174953340076172
    -241.2225232918504787      220.8629383646139672        0.0000000000000000        194         10          4          8          8          0          0        0.0000000000000000 2157.2772822426159109 1798.9184674651760361 1899.1107452071325952 1797.2883840437225444 1760.8147170662994085 1849.1316306540234109 1801.8719334161337429 2013.4715061397084810
     -19.1870623419423332      323.9384941546858272        0.0000000000000000        237         12          8          8          8          0          0        0.0000000000000000 2129.3134067472014976 2025.7224288169315969 1713.5836934665533136 1745.8041157952329741 1319.3006902787826675 1792.5794451805954850 1904.2190494788835622 1956.9318982617658094
      44.5705803091786663      326.7648722346686441        0.0000000000000000        159          9          6          8          3          0          0        0.0000000000000000 1640.2657227267400231 1671.9679718274496736 1868.2036306214731667 1747.3400007199502397 1723.8939977252398421 1774.7213729832767513 1633.5245333677651161 1263.5322824702609523
     -44.9568159320523861      338.2560349409466767        0.0000000000000000        366          8          6          2          8          0          0        0.0000000000000000 1914.0595740619087337 1881.9205592297587373 2014.8180478303702330 1605.7912628241410857 1867.7527376279972486 1836.1936821762317322 1811.5910004432530513 1827.9541896185994574
