                   Energy                      Mag                                                   F  N clusters    N vorts        nvx        nvy        nvz  N strings  Max s str            <l string>                Correl
   -2440.2532669674619683       48.5123063802532570      -63.8664932872216582        0.0000000000000000          0       1438        972        936        967          0          0        0.0000000000000000 15.9113724369246352 74.4026216311175972 -26.8263754105059782 -22.2900588233459267 -47.4293868167764359 -65.4871539227464439 -15.7248633070127468 13.5772089414898112 35.8491113228326768 21.0189331262204213 -94.4657537689655555 -59.0780177215718396 -81.0840342023733029 -122.4855582838072934 48.5387265222995552 96.8922613108753836
   -2530.5684136595946256     -150.6568849250758717     -138.4413667098778262        0.0000000000000000          0       1413        928        950        944          0          0        0.0000000000000000 229.3218955798495244 -43.9762535242628516 -505.3143908142711780 94.7482686545734509 -128.9030874791113490 241.1197709504675686 490.3325116406592770 570.3729624386163550 742.8583360064628778 462.1793374350452268 -59.6404062000590116 444.8555807578529766 39.6476325315183189 236.8231790501621958 90.9565107613637451 157.0871068676636924
   -2415.7359680367817418       91.4159395842988403      -10.3395803277579841        0.0000000000000000          0       1482        976        964       1022          0          0        0.0000000000000000 757.0126992757072912 397.9989077174885779 763.8841619121058102 90.3895261371480103 -144.6552728005616189 -169.4704857534011353 -524.0409117037459055 -85.9637624082388214 395.9669525940278163 152.2060637265600462 -71.5534299801684170 98.6737610573338912 202.7615327006622294 -619.6113144698772430 -486.7506105733720005 340.7579599320458783
   -2427.6661079446239455       14.0599727469234264     -121.2805390671903325        0.0000000000000000          0       1435        896        987        984          0          0        0.0000000000000000 274.3838124259125948 20.7144438310044166 -171.8071273693972216 225.4827571299027795 -40.0969037339197882 223.0963946053504117 357.2203748636275691 -243.5320637408117648 113.6158332278816232 43.9607957501334283 -160.9510802365171003 -144.6662788768371684 -142.3773166830479511 231.0858330207945528 271.2121509396872057 281.2489962972632611
   -2464.0720343996217707       11.4215698294121779      130.7343668421897007        0.0000000000000000          0       1429        981        973        900          0          0        0.0000000000000000 813.9233395937095565 880.0702727462926305 1011.5188836559325409 434.0890205856678108 256.8897418284111609 357.2158438137514054 -421.1489496940270101 -520.0522144316714730 193.6984590207194401 -101.2426564762685501 -353.0764697856373573 144.6924629154351578 -163.4774048033451948 132.3670150690267064 -125.8620936231318410 -44.9554944458575108
   -2605.5551121869389135     -179.5162662832102569       24.5586917325950544        0.0000000000000000          0       1419        925        948        960          0          0        0.0000000000000000 939.5575630285542275 249.5097935272516452 1010.4590421240673095 732.2521116651853390 -1158.4772676109296299 -638.4326043653702527 -910.5439512369393924 -290.2455663012561899 266.8914424939588343 652.2187518973796614 432.6883897073139451 366.6419995220575174 784.0287220253610485 730.6202757420114722 144.0361630527523005 334.8275826752696958
   -2582.8458658612748877     -161.8469589139507434      230.4162011410471393        0.0000000000000000          0       1427        961        933        958          0          0        0.0000000000000000 1141.4124310450574740 623.6797630608211875 930.2033823037618276 1154.7121628005081675 1690.6316222619343534 101.8971477314546377 821.9552880790222389 409.0083689102249878 911.7207113101662799 438.1003810550673734 -600.7254228683133306 -22.6062508960273441 765.2531278419874070 -299.3780408819394552 -130.2311003401541996 1180.2258273655399989
   -2600.6923509313264731      125.9351364276710257      274.9615966462226311        0.0000000000000000          0       1392        944        914        925          0          0        0.0000000000000000 39.2399024080800416 77.8008733703394455 247.1090637196130331 223.8065048850508276 211.9134528172019998 128.6220288995107808 159.3667728834083448 69.1537870536423327 195.1195134432314262 172.0350732236725833 117.8429346118121970 85.5120966086759893 241.3272552465222986 41.4807234523694603 -176.5769219036940285 -37.4675019194251604
   -2496.3839799706711347     -217.5483753824773885     -287.9865964799193989        0.0000000000000000          0       1398        938        918        937          0          0        0.0000000000000000 640.0752550819711360 334.2099880837761816 -54.1520217145685905 217.1820382722800673 1038.1455992434282507 572.2658688403139422 469.4016385580116548 1152.9078902242329150 295.2442264783228438 443.0088456269625112 509.9619559415901904 385.7804884104565986 323.5864992043577217 -348.0723956339523397 68.5860994464877365 188.1812000808841390
   -2407.8134086506997846       17.0787363059749993      113.8499710942140126        0.0000000000000000          0       1458        970        952        992          0          0        0.0000000000000000 54.7729302406813048 99.0888265831162585 227.8700998457539697 149.2876560058066104 56.9068111010412991 44.1282183695147125 1.3925525965845842 -131.6153186753379885 -124.8457848034724833 129.8850057495779140 47.9316024677210635 5.8499877517268732 37.5839548016609655 49.7158730310342492 145.9197903647382191 31.9909535023564722
   -2553.2035920664538935      215.8403855240123335      -99.9370529288754028        0.0000000000000000          0       1402        914        968        919          0          0        0.0000000000000000 651.2123385652016623 -373.7662612449078097 -430.7760536466798840 -377.3804864140446398 -149.9764180369632811 -400.2891313406408926 -438.0156014231359904 138.7714882298849659 76.3801609382157949 -740.2425703382400570 -570.2263106654156672 -867.4141678664958590 419.2557132462202389 305.8130293926545846 97.3752732824681857 1406.9146432442216792
   -2618.0062703528797101      143.1831476669723884      -66.7529902611266124        0.0000000000000000          0       1404        952        896        960          0          0        0.0000000000000000 294.8827731941807428 393.0126562755829127 247.4992678129616763 228.1488494401010314 514.9358000190225084 36.9585683803113838 84.3869092613376068 6.2187056271351278 82.1261461389656660 -342.9070262662896766 523.1852543864966947 486.3393779937877071 -53.7773519778264060 57.3347498717466877 -174.6130591590562346 -262.0096320949035089
   -2481.7097854053090487        9.4059950779310082     -212.6996212384252090        0.0000000000000000          0       1462        968        954       1001          0          0        0.0000000000000000 100.2115748911508604 -12.3682714495292032 -239.7301565673092512 -313.9303943844372498 18.9166820033192948 -44.2742733917275757 -309.3233613899029137 -536.7182351634554607 -195.7780293249682870 -411.0832963106734042 -93.6027007928994266 133.5638416171442771 38.9862140617870381 83.4532871690233691 -28.0308616651551432 9.3145868785564332
   -2486.6062068231040030     -166.0148383150546465       32.2310088749179613        0.0000000000000000          0       1420        941        952        943          0          0        0.0000000000000000 713.1213823384501893 -157.5099861555632401 -47.3661672665058262 -19.1009943886146516 777.7548739754524831 930.0291319644298937 484.2719655541663997 110.3998375152299047 -36.2449942462703518 501.4697568715702687 297.8439148265860013 810.7995691486996748 756.2277632850066311 -458.2350062676442803 -416.9247033071556530 52.8501303006043130
   -2336.0259395703778864       13.8835859301176505       76.2887274065996053        0.0000000000000000          0       1471        955        997        986          0          0        0.0000000000000000 108.3961049621981942 -60.1269772192629688 -93.2801996571693195 -261.7411238139736156 -212.8487979746121823 -313.0178870494944476 -262.1458726859282820 -312.6798141902677912 -10.1989372858373972 272.6177823812432166 184.0090883919900762 16.7063006460458681 210.9942115732141019 22.3164259969495049 -17.6835663310520843 -35.4169217171200259
   -2420.0672523455659757       83.6427304053438974      -35.2763721284435192        0.0000000000000000          0       1501       1026       1012        957          0          0        0.0000000000000000 162.5565572121448952 -57.6117500280016230 -103.4242897426818217 99.6590088942176493 91.6761193748059071 311.9786917774825952 469.2194371067408838 158.2878772919497123 29.9145292794442241 30.4325081964073263 -172.1794939259673924 51.4090594860966021 103.8953645967667967 43.3590282787029579 -70.4885822778596776 -110.7650734847381102
   -2659.9112722425797983      -91.3420250075007942     -126.3319381820031282        0.0000000000000000          0       1416        923        933        968          0          0        0.0000000000000000 315.5246774044682070 -122.8743863603193347 -284.6383555575187643 -367.9945731361827939 -186.6838201433182007 165.8419995385834795 488.9368935577625734 -18.9183648133028299 -191.1945035486775168 -191.1469215394327819 392.9940440340372447 -100.0444169788827651 -409.3944915706732672 -37.3014283796683799 -922.0627708271820211 -128.0830830600552872
   -2607.1315985631576950       -7.8401720799626773      182.2673518863107063        0.0000000000000000          0       1391        944        902        935          0          0        0.0000000000000000 1072.9463484614016124 -408.0911828980654832 -171.3608696159153908 323.5867327465882681 363.3695060117078697 -836.8118676823446549 -1136.9087811851456991 -590.0656616502640190 -1230.0870512300975861 -1423.8206967235905722 -967.5562162456915303 -121.5229480805646176 -373.5760174051732747 -575.0615981431495811 961.6891959136800097 -19.1948085710303644
   -2475.9417526869528956      -72.8080731845348339      -72.2537235840987506        0.0000000000000000          0       1436       1011        923        935          0          0        0.0000000000000000 1561.7588191654999719 1919.8673035259373592 492.1508072778255496 -49.1851572452639090 428.2109520571912640 -1624.9540979440141655 755.1383637785036171 -167.4831478690612698 -249.3174151281919535 -724.8305991006359363 289.8929637420694689 977.7877924764208046 148.6263983754940057 -85.1624337576229777 -436.2609524081427708 -312.4164602658223657
   -2380.6637369426143778       46.2040879905291249       66.4475674167289156        0.0000000000000000          0       1489       1002        966       1010          0          0        0.0000000000000000 748.7423662297270539 -334.3772267157814895 796.2627370586762936 652.8267943304676919 -206.4699638152826537 63.0370531949574229 24.4652385695666901 627.2943197837316802 422.8643984348785239 -356.8045259598538905 -873.7350284320564242 -583.6354586825071920 -961.5925403579533395 -206.7262327637929218 498.9635138194167894 -374.8746836892748888
   -2594.2536019646358909      127.0906565811043549      -30.4282928141783522        0.0000000000000000          0       1414        913        931        978          0          0        0.0000000000000000 874.3776857458125278 1044.1451177463625299 894.2480151406035702 -167.3677926530960463 -477.5017817952236783 -844.4399169885084575 -308.6947578555483460 440.0881646203570199 -213.7012657379538609 130.9078063892410739 -541.8679640310114110 -74.2759347501656890 -276.0112746294788622 -368.9139576556705151 -139.2292700711003022 966.1472083349764262
   -2359.4972815642604473       61.1731528954252042      122.2812107873632357        0.0000000000000000          0       1463        969        959        996          0          0        0.0000000000000000 939.1070514831901619 847.8542331497060331 -805.8710634556023251 120.1669518300697206 5.5683476839872128 -632.7140845029484808 -648.8301806596967936 -351.3647939076635680 -419.9060185305457935 238.2714091289947191 -320.1249283451892325 -777.8078058434750801 82.2569665053250532 60.6713665021463058 -1033.5275360340924635 -200.8163035209078089
   -2542.8173433949450555        6.6439198938490076      -57.6795791828986637        0.0000000000000000          0       1419        950        939        940          0          0        0.0000000000000000 982.7252207641499808 205.6373905406384210 -602.5277071858424733 -1084.8868316859247898 -962.5037004550215443 -17.1166971304359947 395.4668102625813617 975.9121865255915509 552.3554884822007125 -726.1986549631906200 -567.2396106372390250 1035.4214955988070415 -133.2043658266982789 -110.4680684853257731 243.6830627243658682 -117.8225047564320107
   -2335.4370075860692850     -112.6223169132319413      -89.6711078680256861        0.0000000000000000          0       1490        989       1005        981          0          0        0.0000000000000000 2078.9181387801700112 -19.9082101818803068 731.8986327032367853 870.0998917044846621 -1139.3013965057746191 -305.4915600351029070 -281.3710609792675541 256.7438888736744502 184.5712535776289656 238.1584940509955572 -295.8389575613791749 509.3034431542744755 -61.4175678110287748 713.9013676417434908 806.7506655261832975 1008.1217345522774167
