                   Energy                      Mag                                                   F  N clusters    N vorts        nvx        nvy        nvz  N strings  Max s str            <l string>                Correl
   -1316.7528493164918473     -254.4080293327754134     -388.1302673868574971        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3346.3744712841216824 3369.5055174914377858 3349.9434428804070194 3411.0597227401458440 3332.8686544622569272 3375.0244406660099230 3349.6765757264493004 3290.9680178027701913
   -1307.7449930339669208     -302.5784019569707652     -351.3844474937428686        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3454.5160409217087363 3394.2048402280074697 3315.0521846358160474 3295.3513659362943145 3528.6147030915017240 3376.9802895856855685 3399.6187027980722632 3431.6246333275162215
   -1321.6491242260672152     -223.4046931703766461     -408.6462619186305574        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3274.2221482277464020 3311.2291708036646014 3233.3952620386362469 3303.6084120814966809 3383.8223932964601772 3413.5162067505561936 3398.8160116489898428 3288.1425097702149287
   -1315.8382612973264258     -327.8859093047494753     -328.1986332834065934        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3456.1721902957606289 3377.3973520212589392 3352.8938764623953830 3373.1713890586879643 3449.4122225040855483 3326.4926189260700085 3456.3652145306159582 3476.6411253874985050
   -1312.6513373620928178        6.9561740477078553     -461.1449297525641100        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3119.5619844538691723 3277.2015675867028222 3216.3315366762290068 3253.7003190243954123 3244.3253531372397447 3144.1880401741841524 3268.4465496394836919 3225.4151461377841770
   -1290.4083822249619971      -29.8109846287478319     -448.6985836265995431        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3125.1992957448605921 3006.1635489054719983 3024.4784527961824097 3097.6380843426395586 3127.8986417917776635 3316.8350362167498133 3204.9876570641449689 3096.7169430433368689
   -1278.8317121419318028      -61.0103406242095048     -453.5378664519527661        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3224.6475135963710272 3142.0343283912998231 3247.9628210696755559 3304.3168498846625880 3091.1348383522522454 3227.2494375470328123 3163.8216966025988768 3234.0983323325526726
   -1302.9463059142708516       26.9070832799699247     -457.8242137087021888        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3439.9252942914863524 3287.0402506100467690 3345.4083695166455072 3463.3164992161109694 3257.2946210509585399 3102.1814359326167505 3159.2978128950285281 3287.8808726336874315
   -1297.2057821507667086       92.4453285252574091     -446.4001930058037146        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3365.3320246069911263 3223.4683431661669601 3237.4429593212962573 3167.8153063631484656 3357.7274583682901721 3288.3283289605037680 3369.8551455930241900 3345.9025104228530836
   -1326.1083984031965883      168.1636683098028016     -431.2645776257317038        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3134.1297704310281915 3276.0211403944017547 3189.4194877564514172 3237.8168188738486606 3272.9573543564865759 3250.7334337863940164 3049.9437360667293433 3258.6531911417937408
   -1299.1766127222249452      163.8639960956392372     -431.8658618367030613        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3300.6003451058486462 3365.4563209114289748 3311.2990379931316056 3375.3622369855579564 3245.1871090555900992 3283.6097575068306469 3330.5893644764068995 3307.5771575533926807
   -1314.2821993337420281      189.3315155894587463     -418.1613483906494366        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3335.9878472480895653 3470.3784645500563784 3377.5546628355018584 3217.5747635637276289 3130.5626620114326215 3213.4754736712056911 3241.2014864756774841 3429.7532117935879796
   -1304.7661767044235148      205.7032778707356613     -412.5408416688995885        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3381.6053251678167726 3222.2326984386531876 3433.7481301382408674 3355.7839214104228631 3354.4943984018000265 3372.0363666291559639 3249.2568431342792792 3434.4642525479544020
   -1291.1323153187161097      161.5435976526836725     -422.6916213095835246        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3449.6449061181797333 3307.6129837976141062 3299.8576658631131977 3257.5996741771778034 3355.1244417416219221 3280.8564511619456425 3425.8358910740726060 3160.4776558308153653
   -1278.5736876952901184        5.0816543424274263     -447.4298717324469976        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3091.6116262738842124 3196.9097826702382008 3231.9752233747058199 3094.8073890573814424 3046.6736960056132375 3185.4057167585829120 2963.0274545033653339 3055.6739121812511257
   -1298.7780031664522085      141.7140799190902385     -427.1414601746442372        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3214.0139629907976087 3191.7363317567997001 3118.8897400413848118 3035.0894940064686125 3215.4882504802635594 3180.1504103982360903 3142.0337525816721609 3166.0010282150187777
   -1311.3068048418110720      159.7145585977667395     -433.5620213206083235        0.0000000000000000          0          0          0          0          0          0          0        0.0000000000000000 3166.6058565707435264 3356.7220009695538465 3163.5577646917467973 3211.4241479663883183 3336.3723612179505835 3230.0138487501294549 3265.7701383200806049 3258.9944391289973282
