                   Energy                      Mag                                                   F  N clusters    N vorts        nvx        nvy        nvz  N strings  Max s str            <l string>                Correl
    -201.1991355903115561      -33.5560046789443831        6.7654291567271825        0.0000000000000000          0        185        132        124        114          0          0        0.0000000000000000 59.4382814000691937 64.6320591398684030 -18.7304684706420339 39.1789330334201580 -11.3288161650759633 45.7276837214478604 -42.9890019577684086 -25.5950715432825362
    -165.4829136152292222       -0.9325382189206557       -7.1296129000893869        0.0000000000000000          0        229        134        160        163          0          0        0.0000000000000000 56.8169640690755955 -12.9706728255270942 29.6724499713153662 8.5664224524522385 -86.1637140741052576 -7.2643897279592213 -13.8218807463933935 -26.9122330886196082
    -185.5198735089100239      -24.3098655334906866        0.5290249033491254        0.0000000000000000          0        206        126        137        147          0          0        0.0000000000000000 126.5501572304461320 91.6052178050156556 -112.7833737800268352 107.7920758369770482 92.0687219495228248 -55.6226403790051620 3.5927160593910248 -60.1986256781659321
    -123.4116681378988574        2.0634270164203423       -8.9328060573308505        0.0000000000000000          0        227        158        136        157          0          0        0.0000000000000000 361.1390618636575027 -122.1848623037035111 -186.2949080484945341 -10.7157506263736781 46.1008648396713099 112.6871076043516666 -88.7720297734162784 -9.0408457705651344
    -191.6017101212086402       24.4630525405009642       35.7432375080833253        0.0000000000000000          0        204        140        130        138          0          0        0.0000000000000000 797.6248300815657331 127.3484213968968106 3.2611127059011498 -119.8389075057528146 -245.5849506690850887 -289.5690643141028318 -100.6278010696041179 468.8789114939179399
    -128.0840437002153749       -5.4575428475048113       -2.2485394895655837        0.0000000000000000          0        226        157        152        141          0          0        0.0000000000000000 169.0974734943793578 92.2231214346295758 -109.1874375297575028 -111.0743197010150141 39.0923956076423025 -50.6092335736010739 -2.8328688104549506 -75.5048023557307175
    -202.6632391815527683       28.5532154216596936        7.8615666253773249        0.0000000000000000          0        203        138        132        133          0          0        0.0000000000000000 80.1833310868740057 -40.6600358087348468 71.4265805597504908 105.3446721296193118 -23.7732424842284900 95.9011439097750156 31.9358091259693033 -96.9034753383398595
    -171.2397750374146881      -35.5670762873922826       16.1516956035042654        0.0000000000000000          0        223        152        159        133          0          0        0.0000000000000000 2.3047558088863873 3.1547993180476457 -16.9457828158690944 -.9058407026565316 -34.3863533585841878 -10.9430056845583135 13.7420878491377803 -13.0823915502625567
    -181.0408072757959701      -27.1137823031964338        1.5633465155115731        0.0000000000000000          0        199        130        130        138          0          0        0.0000000000000000 1.3562667165155036 -6.8511554732235638 -13.4449362344582788 .8801374322968543 4.0609075805571617 16.5638018654553711 24.1204064422549429 4.8172637081920255
    -248.0573555482241090       64.3802077827094621      -10.3952289578638943        0.0000000000000000          0        192        117        134        132          0          0        0.0000000000000000 43.1710862584396082 95.4080319940900949 33.1888120944211806 126.9677741967660580 26.0963267241663459 -1.5614862742634110 30.0550967977909202 57.9443907957965934
