                      Mag                                                   F  N clusters    N vorts        nvx        nvy        nvz  N strings  Max s str            <l string>                Correl
    8344.3960967266502848     2451.6808582499979821        0.0000000000000000       4983        175        110        118        122          0          0        0.0000000000000000 135030.9215247329266276 137917.6273322199122049 137352.5207873525214382 127771.5070465548778884 126804.0395383388240589 122550.3116453834954882 125356.4396542445319938 121101.0672522445092909 119922.3292184980527963 128101.3629086960572749 123607.4629871129145613 133105.8276150962919928 130685.0852175176405581 134537.5053698851843365 136466.0304518348129932 132770.7766870147315785 132638.4288289365940727 142101.8143481693987269 135752.9030528690200299 126619.0402580940863118 133062.3308285132516176 132156.2384236391226295 130918.8093834921019152 128385.9318732721003471
   -7568.6594373190737315    -4503.2504870594675594        0.0000000000000000       7778        163        110        112        104          0          0        0.0000000000000000 126754.8527544015669264 136686.4818095363443717 125126.9408077937987400 135700.2313586425443646 124797.0901207581046037 134157.2954681092232931 128317.0569650565157644 130725.6946822832978796 131603.0639698589220643 132264.4225904915947467 137425.0572399726661388 128975.4700099229085026 132025.2380668575933669 127031.8040580855304142 131556.0929749193892349 134569.6049374623689801 130990.8157225571922027 127452.3263443771866150 128071.6684477023518411 127008.3211080183100421 123234.8155875752272550 133988.4101574659289327 132470.3688808141450863 133710.2303863294946495
    7458.0321628567617154     4673.8914826963473388        0.0000000000000000       9210        173        120        122        104          0          0        0.0000000000000000 135582.2494485306960996 129832.4028479728003731 131526.5979136923269834 136682.3524541749502532 135114.7805118397809565 132268.3818452006380539 135698.7500848676718306 134200.1375245406816248 138227.9363219464430586 125966.2038691541383741 127825.3951641719613690 136252.8375811836449429 134941.6380775273719337 129112.2540840485016815 131689.2033411276643164 138949.9730225579405669 136416.0526355959009379 141763.5882174330181442 136631.3425719272636343 135527.9528516413993202 134857.3524591671011876 134563.9588823858939577 139146.6134512790595181 137375.4741713755065575
   -5541.0188884543031236    -6789.2174391679027394        0.0000000000000000       9159        177        116        120        117          0          0        0.0000000000000000 129886.2375399893498980 127041.3007481419481337 133459.1936419423436746 131501.8396029819850810 130401.5175343994924333 135048.6642489011283033 130231.8075845738349017 134951.5488558643846773 134473.4000595672696363 128363.8419332792109344 127258.8415161432640161 124451.3686848336656112 132593.9310091569495853 133362.5898324233421590 135405.7571905662771314 134868.8509037105250172 135706.7769463232834823 132566.3775822286843322 131044.6077215890982188 130107.0311939354869537 131207.4314272543997504 131345.5393107830605004 133577.7286394385737367 124586.6308281803212594
   -2200.6349438043916962    -8498.5694364206992759        0.0000000000000000       8163        213        126        148        152          0          0        0.0000000000000000 135868.4933143190573901 137318.0873900161241181 136237.4305310949275736 132473.0713195874704979 138279.7730568074039184 132410.4642734099179506 129805.7463061268354068 133486.4475903319544159 132981.4029685535351746 131452.2148785490717273 137569.9044349816977046 138549.1865079101989977 131735.2392595100682229 137056.3908603848540224 139854.9993724974920042 138515.9530354358721524 132774.6003491561568808 132722.9639052285347134 137751.6767514211242087 134319.4875600104860496 133332.2876692918653134 131936.8855758397839963 132942.6078525682969484 136515.9616354052559473
   -7827.0603024819229177    -3742.0893347542273659        0.0000000000000000       8964        180        122        124        114          0          0        0.0000000000000000 115986.1883713110582903 114339.9288396094198106 120995.0490585973166162 126363.7419496446818812 130558.0196540292527061 125363.1204012363450602 123994.0969731318182312 124807.4994142072682735 119918.6716520172340097 122956.5570182831579586 123019.0528343396290438 128516.7780877085606335 130334.4827246642234968 128632.0704832581832306 122277.6880733360158047 125355.3837587351445109 125435.5920688209298532 117175.0094829493318684 116669.5041654364613350 121869.6366515057743527 115454.0603865434677573 114861.3949902946915245 116326.1324633952754084 116163.9002351104136324
     807.2134744350584015     8646.9974841903149354        0.0000000000000000       7357        195        132        124        133          0          0        0.0000000000000000 124997.8337017803569324 116638.9539738515159115 123883.3803569186420646 129976.7012823958502850 123700.6933227564150002 118673.4205448341235751 123361.0825038351322291 129838.7479046879161615 120382.6684703047212679 120266.9894457108021015 123701.9530379054631339 128077.3750057754368754 132099.1835561097541358 127102.9377484587603249 124637.0356697763781995 132865.2101508184277918 131176.2297699339978863 129720.3459681852255017 133878.3575726911658421 128153.1149685273703653 121948.2084075190505246 120043.0165334172779694 126734.0378997748339316 128836.2753577260154998
    5837.0047569325970471    -6283.4792785073805135        0.0000000000000000       6708        185        125        122        122          0          0        0.0000000000000000 143253.4639938532200176 139851.4293112385203131 142039.5989379112725146 135600.9856141621130519 136133.2623221708927304 135724.7068873709067702 133571.1664810771762859 130476.4637041882087942 131770.3925053862913046 132900.5163209330930840 139010.3771706732222810 138566.8943295950302854 134841.6495005937758833 128477.8531446882989258 132363.5044051124132238 133124.0446711682016030 136104.6304413818288594 133703.5882298677752260 124723.7334701146319276 130373.8111757568840403 123761.7087103492522147 137348.7008375349687412 141642.0895861664321274 135333.0478407425980549
    4873.0209712192290681     7275.7921406923696850        0.0000000000000000       2526        172        124        117        102          0          0        0.0000000000000000 121704.9041536449367413 130749.0447769840538967 134155.3302465234010015 124608.7881963064428419 128455.3106441425625235 130367.9772279177850578 130557.1419725882733474 127982.0467329789244104 121252.1086752287956188 132867.4264343450486194 121536.0665426574269077 126839.1568113378743874 120300.1242462949885521 126467.7248489240446361 121959.3361085870128591 125368.2614098563644802 122878.3517796429514419 133868.3565037697844673 127007.2555908035719767 130294.7122916429798352 132557.2263543576700613 125281.8613560963858617 125257.9616161960002501 129046.9337548676267033
    3055.0692853892578569    -8003.1477351325265772        0.0000000000000000       7518        178        120        120        115          0          0        0.0000000000000000 119534.1645336624351330 123255.9638816788210534 127145.6506444092519814 124195.6878447311610216 120132.6786782630078960 117666.5019082220678683 121175.5973837287456263 117533.0308645450568292 120924.8312997263274156 120606.0505026658647694 118486.4101403633685550 118290.6624541948986007 124946.1242571874172427 120285.1504957742436090 123894.4535315807006555 131135.3587224185466766 127361.8301622663566377 123815.8749259445175994 123010.2992133220250253 125536.6807626801455626 129029.4713396157021634 127032.2096364456228912 129523.5936678513680818 126733.4522772277414333
    7364.3083280453101906    -4479.3832974214810747        0.0000000000000000       4307        219        166        142        130          0          0        0.0000000000000000 112303.6826137232710607 119206.3422777394589502 120010.1759006292850245 119594.3825939716189168 114071.8728064380702563 119217.3060672095598420 116457.7391076314670499 118088.4946789806999732 121930.6327025985228829 114569.3512639692053199 111626.2534058323799400 115138.1827718770946376 116665.9159044257539790 112909.3701650513685308 124851.4840258846525103 117660.9482331286999397 116372.8900461727753282 119209.7794203041994479 128349.0132187026611064 125540.8235920896258904 120508.8771778730733786 125473.8284444988530595 116790.9060601710807532 113299.6163124281738419
    7392.5508930322794185    -4792.6403493029556557        0.0000000000000000       3245        227        148        155        149          0          0        0.0000000000000000 119090.2590822711645160 127443.8846081136871362 128527.3172143363917712 132539.3171302814444061 132671.5554270802531391 127147.0306004206649959 125043.0067281235242262 124651.3664515682758065 127710.9358022673550295 124106.9752137680188753 129189.4418437103740871 123076.1859977240965236 131632.6431201533414423 133953.7776078538445290 127723.9899960848415503 121697.5765353977913037 123880.5208572445844766 126665.0286671107460279 129175.2279669935815036 130209.3487824414623901 129237.7838884617958684 116585.9055168805934954 121418.4365671250998275 124626.9318813314312138
    7951.3742491570146740     3620.1351928078743185        0.0000000000000000       7491        173        116        114        115          0          0        0.0000000000000000 130129.3083407338708639 140066.3854459687136114 135168.7393915741122328 137916.1279361151973717 138887.1838282934040762 137158.2841615732759237 135693.5168792670010589 132179.3241012638609391 126557.3753452949458733 133743.0872984803863801 130278.1651399937691167 132456.7810889197280630 134920.9188129607937299 133129.9971072284679394 130200.8628791762457695 127655.3340746520698303 123659.2031140476756264 124576.0262443939573132 125870.4370505784754641 127108.4724053475656547 126056.9671194136608392 135807.6988845834857784 126220.6352823649649508 125751.9520249183406122
    1197.4592758503063123     8724.4830817651127290        0.0000000000000000       2369        201        120        136        145          0          0        0.0000000000000000 137394.9542030043085106 136900.4816122891497798 138152.1000162161653861 135516.2928954340168275 132463.0598917920142412 135915.3780791238823440 134961.6361532779701520 134341.4779540113231633 132788.2072701263823546 132724.8694504097511526 130765.0327953570813406 132840.4020978611661121 142094.7740046575490851 139862.3443236670282204 127658.8313307998178061 134336.6080421654332895 136469.6928900034399703 138294.2682296852581203 138981.0421273700776510 134248.2598431201477069 136135.7628004641155712 138157.5033595137065277 131955.2952018824580591 141084.4438600375433452
    2258.2523709351075922    -8382.9582588255216251        0.0000000000000000       2595        161        104        113        104          0          0        0.0000000000000000 126354.9233038823003881 129367.6363357284571975 131452.2285813252965454 134017.2343295591126662 126466.4482885971228825 121078.9368701802304713 121732.0862925622786861 130037.3661332397023216 128811.2422758873144630 123011.2891771306749433 129954.2784106793696992 134193.6504987084772438 130760.5903085565951187 133077.5579686330747791 136759.7177061242109630 124060.5862714331888128 128162.3429544673999771 130118.3358253682526993 132022.8301084444683511 121988.5173038505599834 127282.0915995729155838 127199.0666227388865082 128977.7836010896135122 127600.1103213807364227
   -8197.4137070811175363     2839.4964619108945953        0.0000000000000000       8110        164         98        115        114          0          0        0.0000000000000000 127805.7712293496733764 122054.9676759110589046 118873.9025040006672498 126592.7774041328520980 139028.7001466828223784 131813.0524139020417351 125649.9447676033014432 120081.2640227582305670 126475.6253600169438869 128427.8090423383837333 129307.6740604974911548 123474.8733976574148983 125487.8033672872261377 124537.4135387592250481 128654.3760510645806789 136098.1934801304596476 133092.8750837460393086 130889.6034628359193448 131787.6589957629621495 136970.4488252923474647 131039.4239595075050602 140630.1337924918043427 131192.0243654777004849 129164.5576581796922255
    7333.7651699415764597    -4979.6402365034409740        0.0000000000000000       8882        193        134        134        118          0          0        0.0000000000000000 130716.1087675742455758 128637.8993173770431895 141919.6619026047410443 140135.2073085579322651 135368.3790115272859111 133856.2992178174026776 128261.7027445195999462 134287.2756183473975398 135917.6839054759766441 142764.0306833424547222 130511.3738567761611193 130560.4790049025905319 130958.1271882821602048 139285.5826816584158223 132308.1345183958183043 137464.1917070227791555 135560.0245888699428178 126343.3024433358223177 132247.7940867590950802 124908.4554105648421682 127431.2333359390904661 134161.1867801770567894 134377.9928547925374005 133349.8901135392952710
    5911.9210044021647263     6372.0927128414004983        0.0000000000000000       7456        225        150        146        154          0          0        0.0000000000000000 134801.8770023961551487 133427.8453803869779222 134155.8260562713549007 134393.8541502399602905 127200.8940716644719942 132150.3432013858109713 138387.4647956080443691 132198.2135654675657861 121344.4121475305000786 128067.2047747359320056 120604.3002522418682929 123429.0624483856809093 121846.8082533145789057 125828.6243934105150402 124650.8471430808131117 136117.0118476727220695 134523.9804386973555665 134394.9503756698686630 137947.2852647860418074 129328.3737082301231567 135741.9058724294300191 132287.7215684055408929 136252.5630857223877683 136486.2809853501676116
   -5369.2060246215887673    -6822.8186567388165713        0.0000000000000000       7579        236        143        164        163          0          0        0.0000000000000000 149305.7266176125558559 146024.2529467343701981 142693.7114749762695283 134205.1700553832633886 140193.1249827103747521 148959.2097421709913760 141395.6112679300422315 140018.5336482888669707 137219.2770285612787120 122060.3600512446864741 131299.9863330017251428 140344.4987802595424000 137196.7466933971736580 138018.0944578736671247 133113.5033980034932029 136683.3091336972429417 132315.0560299836215563 134748.9819106928189285 129096.8670258482306963 131512.8075801046798006 129680.8290997371223057 136203.4743044617061969 139541.6608822091366164 142892.6815122651460115
    8679.2101022558435943        8.3474869338625748        0.0000000000000000       5258        210        146        149        124          0          0        0.0000000000000000 131910.6634937433700543 126523.4658622159477090 130695.8189261441730196 124545.7240227098664036 128513.9619476102379849 134454.7146802657516673 127661.7775781986711081 133537.4519725860445760 139944.0707470141933300 129767.7897571722423891 127191.9079850098787574 134511.9223444545932580 131252.5783322097850032 132397.2889409473573323 128537.9421406224719249 127792.5429703624977265 135657.1034593793738168 134858.0447433584777173 139514.4580947585927788 134599.5913444907346275 129037.6845495556044625 129336.2689264775835909 126171.7407526209135540 131286.1582504408434033
    8489.9803669318116590     1728.3924295677813916        0.0000000000000000       7524        199        123        138        135          0          0        0.0000000000000000 135956.9455566144024488 122629.3432257596141426 131966.5276432775135618 132632.7661296933947597 136463.5890987068996765 137775.5968011262302753 140351.6555633817915805 136887.2959666611568537 142102.6069752619659994 127709.5591181175550446 122433.3511465442861663 126341.5568981432734290 130947.3547789518925129 135215.2698856026690919 128779.0864887277130038 132351.4462300451414194 130958.9862988748063799 131444.5465122170280665 130052.1098595926596317 134572.3936441102414392 139045.1243192366673611 135743.8296908792399336 128073.4761278804362519 137121.3267368027591147
   -8424.3545592081045470     2842.5165732716345701        0.0000000000000000       6705        182        138        104        122          0          0        0.0000000000000000 138059.7997017371235415 133176.5155041030375287 138615.0236503393971361 137244.3509896913310513 137032.4075074220600072 135973.8675524903228506 129024.8386151180602610 134110.9348915122973267 141941.7648109115543775 131965.6473628055828158 132363.7090078127512243 136915.0324626968940720 134261.5997529701562598 132313.0892159839277156 138072.8727571642957628 142180.9308465150534175 143377.1636922221805435 139886.6381302171212155 140787.2724357365223113 144766.8971447843359783 144168.7590580650721677 141067.1430767174169887 137573.8767867485294119 137401.0749089031305630
    3895.5696698396104694     7559.1397237668325033        0.0000000000000000       8574        176        108        111        132          0          0        0.0000000000000000 128657.8552065500407480 125839.0633790676656645 122972.4241273621446453 121046.1334276894922368 132912.8456090125255287 130835.0010075573663926 135611.2708258674538229 118864.5122670632845256 125270.8509122873365413 129264.1867462272202829 129431.5253968634060584 124872.8264199145778548 124012.7306238176097395 118581.3662188221933320 115458.6005207644338952 131025.5309440441196784 123480.2735756987676723 122845.1823162250220776 123706.0158530513872392 127117.0000211203005165 132234.9417365882545710 132142.3627176921290811 128751.3528915468195919 130684.9364789647370344
   -7559.8230516959138185     4528.9143034991884633        0.0000000000000000       3680        165         96        112        121          0          0        0.0000000000000000 130365.7422924926504493 128235.6728417762205936 131595.1202480788342655 128764.8499965269147651 129702.7042322322231485 126398.2636302937171422 130000.7160901121387724 132907.5184238144720439 138283.7599218895484228 140823.8041114506777376 129649.4825468548806384 138491.8820903847808950 132471.7230455699027516 133441.2518416273815092 132088.5571204588632099 130511.8124726149108028 134064.1158690157462843 132531.9866636639635544 130743.4003215112170437 129406.3618411689240020 128135.6847217234171694 128039.4649418669432634 135658.5994558405363932 134844.8091599415347446
   -6408.7128333044765895    -6099.0342732311537475        0.0000000000000000       2658        193        133        136        115          0          0        0.0000000000000000 120781.7107994153921027 129110.0520094913954381 130886.8816258834267501 130630.1991045273898635 129123.5432783286378253 127226.7914678903471213 132607.2298792667279486 120878.9373961066303309 134986.5900662466301583 121643.5311872635065811 128248.2002860786451492 129607.9753612775384681 124965.0023198376584332 124480.3544999519945122 124350.6296454284456559 126253.9076326062204316 128399.4690659802581649 132743.3082853886298835 130775.0856340856698807 131643.6138374429428950 129308.4575233881769236 129026.1632238261809107 129152.4910397931525949 126047.9950969590136083
    8568.4321854866993817    -1037.0800517861468961        0.0000000000000000       5055        200        124        146        130          0          0        0.0000000000000000 119599.9073426374525297 128725.0675432975986041 123038.0244855289201951 117429.2354531067976495 121555.6399954096850706 129391.9597444070241181 133499.7611330985964742 124086.8100405328877969 121094.9460584457119694 123193.6663796309876489 126438.9618985000706743 130494.9758342623390490 126731.9646438816707814 120959.6153486135590356 122525.1152997314202366 118017.5758214612433221 123628.6715153084951453 123256.4155607430293458 117166.3630431620549643 114010.9424607403198024 120355.0635024865914602 123991.8461778181081172 121281.0414912279520649 131349.6495438122656196
   -8367.4138744167357800    -2056.3937118761323291        0.0000000000000000       2728        210        144        120        156          0          0        0.0000000000000000 144754.2686623496992979 137381.7069146115682088 137717.7978002179297619 135699.5703465781407431 137001.1729085910483263 136430.8998354398936499 136901.3353848001570441 137995.3953776576381642 134286.0371881091268733 126952.8464037812809693 125154.6038811286271084 137665.1691956653376110 134860.7948517994082067 135843.8585071761044674 135914.6805749456980266 143251.1012687369657215 143053.2133410622482188 132325.7974384498666041 140322.6891704503796063 133867.2345394837611821 145125.1421883473522030 136857.5304502042708918 134038.2618372128636111 134467.5419329165015370
   -7458.3657937795342150    -4506.9120205016242835        0.0000000000000000       8164        202        129        136        138          0          0        0.0000000000000000 139110.5137965527537744 133400.9711385860573500 132501.8346992820734158 136689.9548941696411930 136265.6756392725219484 141162.9442636697203852 128786.5343556192528922 133044.1802676926890854 132524.9290301938599441 139731.9103122073865961 136634.3903134271386079 138759.0146578509011306 133243.2164775648852810 133243.5284268250688910 129341.7297456037194934 132566.6081832908967044 132772.9056452466465998 133582.1707654235069640 139089.7161612900672480 141049.3651199176674709 132305.9881894858554006 136690.1223519787308760 135733.5686157429008745 134104.5189024216088001
   -3802.8282283189191730    -7803.2457617663694691        0.0000000000000000       4985        255        171        160        177          0          0        0.0000000000000000 117961.2461290886276402 117925.6528914764930960 121181.0373457455716562 124827.2234962077345699 131403.6690388836141210 124950.7385133581701666 118060.4559429125511087 120510.5807749131781748 116155.1195291947369697 123788.0057244965282734 125165.1752107157954015 118428.6861753136909101 117331.4934538293164223 127326.8140853134100325 125205.0537489651178475 122321.1499693997757277 122844.1413596023048740 122360.3332922150875675 124953.2271001718472689 121659.2255944199569058 122756.7985479126218706 125330.2255296563525917 122761.5803185139375273 119738.1873205675074132
   -4262.8200951815906592     7493.8007822671088434        0.0000000000000000       8095        232        152        152        159          0          0        0.0000000000000000 129625.5929711849312298 130655.4769707042287337 135656.3609956167056225 135632.5253245241474360 126982.0274827669200022 130296.3837644585000817 127813.4012367525137961 134558.7675885299686342 126127.9533259550807998 122015.8801608394278446 121825.1426078937365673 127349.5762104334426112 131248.6020400363195222 128842.1856622794439318 133556.2531697523372713 133273.2921973096672446 126655.0089906493521994 130349.1066269629518501 132570.4925353136495687 127742.5723786672897404 127896.8145668150536949 125024.9095350319985300 130525.2863712273829151 125877.9804597672773525
    8383.9434086225810461     2705.6390564640028060        0.0000000000000000       3998        169        121        112        104          0          0        0.0000000000000000 139901.9091573549085297 130277.9889627770171501 135595.0293812916206662 139183.4271762352145743 146556.9585650147928391 141640.8644749825762119 137729.2363902329234406 137334.9445093512476888 139016.6253136747691315 129179.6426781930204015 131890.3199058248428628 127477.4304544976912439 134075.1773822405375540 141916.5708634282927960 135288.5624503730214201 132462.2590420063643251 138772.9553472017869353 132083.2845823831448797 145716.2086532343528233 135035.9587731755746063 135745.1808979147172067 135552.0782063023943920 141145.8918948476493824 142519.1254954977193847
   -2801.1154457905763593     8205.7646876354247070        0.0000000000000000       2733        204        125        133        148          0          0        0.0000000000000000 149699.6087379029486328 146651.6129553982173093 142621.1269038041355088 140259.9167516396264546 144839.0112433045287617 140009.4136970858089626 143212.0460385988699272 144094.3607248811749741 129079.9204373554821359 139660.1324902234773617 135231.4888269983057398 130936.4832797838898841 142142.9413801150803920 128151.4184062550193630 139556.5966404984646942 140642.1665000297944061 134277.5273447353392839 137946.6120514953800011 144344.5928619901824277 139683.6446543963684235 133294.7182377415010706 139233.3951712485868484 139576.9574768903839868 144566.5679891064064577
   -8121.4334340677105502    -3114.3125083464860836        0.0000000000000000       6035        213        141        141        141          0          0        0.0000000000000000 126062.1058546050480800 122456.8293619575852063 122018.6415689361892873 122657.0035423010122031 128171.8074644512380473 123839.6662025394616649 127824.9954084788478212 129411.1595848137221765 126784.2461998319777194 133951.2521359102684073 132259.6294812060659751 136808.3030474446131848 130310.1071413199824747 126896.2114942042389885 121569.0214505976182409 119771.6033662350673694 132057.5893041398376226 132529.6761620043835137 122722.4678494887630222 128833.9262246152065927 131781.7639973275945522 131650.7748467524070293 132859.4014161643863190 128652.3756110335671110
   -8180.5928767883024193     2877.3998268559921598        0.0000000000000000       6755        210        130        152        138          0          0        0.0000000000000000 129907.4987101052247453 126101.2429185121145565 125256.9229282657906879 132140.9432339724735357 123631.5823950856138254 120455.9304747925198171 124670.8330770748871146 123150.9151657696638722 125250.2195931859023403 117077.7435723627859261 122647.9080508666520473 126704.4947600809682626 141841.7801567490096204 125014.0242796168458881 134082.4554693397949450 135092.8593363619293086 127167.5599022438691463 138001.5548701416992117 125735.2614843783085234 131134.9241868285171222 128923.7642443288059440 127200.9168840882775839 126248.1316327824461041 130146.9331258672318654
   -8594.0377133939382475    -1988.8391442931922484        0.0000000000000000       8014        160         99        106        114          0          0        0.0000000000000000 146999.6613321871554945 141269.9562710177560803 143644.1415580265747849 135674.4135608041542582 134503.5023199513379950 137323.0052252279710956 144978.0635338330757804 145950.9943079859949648 143558.2083638664335012 138221.3622603229014203 137159.4120258730836213 127525.8879708515887614 135514.2606195356929675 141837.2629925354267471 140560.8492644427169580 137042.6926668051746674 135284.5216965262079611 141945.8031236075621564 136246.2192200946155936 140248.9177187718159985 135124.7387580123904627 140021.4853577240428422 144218.2476873928972054 143703.0605583207507152
    7064.1752704154414459     4988.1363550122378001        0.0000000000000000       3919        197        130        138        126          0          0        0.0000000000000000 121856.5880787315691123 123169.0388526222377550 129891.7847343970497604 135699.5380397408152930 129760.3502498547168216 131933.4482199657359160 131887.5666194168152288 125818.0131364650151227 131250.4121074430295266 132979.0247886600554921 124483.7696952016121941 121934.1169079252285883 126191.6507144796632929 126164.2176767266646493 125141.6822012561024167 120603.1200011958135292 117797.5024007720639929 122144.6008089188253507 114702.9846979402936995 117987.7762044505361700 124904.3998904300678987 131886.6831013461924158 118089.9892855725920526 129361.1427590662351577
   -3569.5010859798526326    -8003.6996031554508590        0.0000000000000000       4325        147         91         98        104          0          0        0.0000000000000000 139893.3547307823027950 150405.3796906815841794 137430.7822589255229104 136299.5512471142865252 133911.5862238939153031 134110.6934418028104119 132547.8674010267423000 135214.0889133203309029 134589.8353250629734248 137114.5161096967058256 135238.9428517353371717 133354.3130893417401239 138215.0129859907028731 135273.0024253273732029 132024.5879337392980233 136515.2760104753542691 132813.2351381076732650 138524.1993064844864421 134284.0442938946362119 132147.3536313958757091 132210.4061930179304909 134436.7753980524721555 141069.9549070649081841 142027.4440430230170023
    2632.8163354813741535    -8202.6621074216491252        0.0000000000000000       4197        181        128        116        118          0          0        0.0000000000000000 130265.3857900590373902 124291.1698034817673033 133515.0361781746905763 134763.4167638540093321 132741.1728377579711378 133216.0579756344959605 137594.3858375270501710 127342.1467235780437477 134010.1838319161324762 127938.7723142347822431 126339.8906999584869482 134304.7507438118045684 121488.6402012436738005 120492.7944705178088043 122990.5630751301796408 117976.2345983660197817 129447.4442180966143496 131063.0194209034380037 132524.5047636767849326 135767.0603556021233089 124561.8878295696049463 134396.8826177793380339 132469.6860666053253226 127600.5672481415967923
    5478.1434045722944575     6838.1459407130641921        0.0000000000000000       6171        188        126        136        114          0          0        0.0000000000000000 117524.4614796847890830 123377.1396712627029046 120428.4019561393652111 122196.6478911863669055 125639.6879260345303919 125659.3464414789632428 129656.7385589981568046 128078.1518788825342199 132605.0852305690641515 128671.6912223150138743 130958.9525787237216718 127734.9789997087063966 125686.5202537431614473 128723.2962688169645844 129568.3812690447084606 122985.8155187544180080 121904.2039505959837697 125969.8573914429871365 127660.8940831087820698 126935.7054782607738161 125962.3389575076434994 114812.9994899005396292 121236.3417783642944414 112423.5399330558720976
    -157.2563260322577321    -8626.1784662798527279        0.0000000000000000       8052        260        160        172        188          0          0        0.0000000000000000 124733.9377475716610206 117464.0629747234488605 120294.3317505450395402 123669.9522205512475921 123189.8485505584249040 126506.6515295463905204 125896.6451109639601782 125054.1334439396305243 121473.8377335769037018 129980.0050847503007390 138135.4163971324451268 130989.5237488571438007 128935.2983900454564719 127646.6187529568705941 129025.9104057534132153 124922.9051125812111422 127245.2896905694651650 123316.7546985030203359 124373.9378542866325006 139099.1885387076472398 127624.3891409058560384 126722.6570973112247884 129999.5522945576522034 130766.0150214527820935
   -8711.8597236200930638     1457.9224329043522630        0.0000000000000000       8317        166        114        110        108          0          0        0.0000000000000000 144908.9995212222565897 144453.3997644070477691 142465.2479801723966375 139342.3838874210487120 139257.8497898275381885 132916.2244097696966492 140615.1006737120333128 139245.4164984211383853 146831.7511066335137002 139568.7459169751382433 141545.9249079739965964 139765.8346732353093103 138491.8239711702335626 136982.7972474953567144 136701.4410564038262237 143276.7510851294791792 136900.5375763284973800 136085.4332799790427089 137034.8783462334540673 133928.0304476347519085 139684.0673668780073058 140895.1946570961445104 139102.0866281492635608 143450.5907012828101870
    8790.8385936330651020     -196.6176355120331607        0.0000000000000000       8423        182        110        127        126          0          0        0.0000000000000000 142831.0319381345761940 144208.9222971877024975 132070.4087763282004744 133747.4611488856025971 135487.0274418731860351 143557.4282122784934472 129936.2351362136105308 134386.1546212840476073 131060.9853082393092336 140349.2404012390761636 139966.5874272371584084 132575.6752080602454953 142676.3184763328754343 141582.7580473096750211 140745.5360547887103166 137349.1176824057765771 134844.4455080216575880 136668.6167172052082606 134117.4091338457365055 135385.9175436614023056 137312.3502134174923413 139918.9616049719043076 138302.4812407951103523 145567.2201172486529686
    5836.0648582957701365    -6312.0796098057944619        0.0000000000000000       8533        204        148        120        140          0          0        0.0000000000000000 118720.0456223870278336 120517.1369320320663974 122936.8001774401054718 124693.8526392734493129 130344.9275473340967437 127068.2622495658579282 126400.1749835857044673 121540.7083003380394075 120306.2629154935420956 122132.4215664544317406 127996.4488590492401272 124228.7616375061916187 118183.2468342979846057 126038.4497016130917473 134663.0202645491226576 123904.0596306614170317 115928.0861006136256037 121025.2274476900638547 120359.7173591327155009 128513.0281795911432710 118577.8526116266439203 120696.5755462127417559 122489.9714654372510267 124722.4718170598498546
    4115.3940560317860218     7638.1040031826732957        0.0000000000000000       5193        195        128        128        134          0          0        0.0000000000000000 130884.4956557434779825 124987.5155538443505066 119433.8712384694954380 124217.5622844127501594 129422.2965601401665481 126485.8919474870490376 126347.5825615645444486 132814.0032749248202890 137021.4773386964807287 134081.6017818629043177 131404.8137859705020674 135830.9846921769494656 133100.4135734169394709 131038.4044340458494844 124849.3893871621112339 134106.9378954252460971 130088.7597926590533461 137057.3418052713968791 135648.7987368561443873 136523.3053174992965069 132730.3804370139841922 126572.5760391674994025 129164.5306243491795612 133996.3250014624500182
    2086.4229837064963249    -8471.9140056442902278        0.0000000000000000       4907        192        114        126        144          0          0        0.0000000000000000 142683.4137078187777661 136870.4644897326070350 138382.2296108452719636 126022.9372526652587112 131198.2327972834464163 137410.3582521728822030 136912.1426048704015557 129976.1095294410479255 130464.9612522069801344 133671.7401804716209881 135437.6519467300968245 126689.9177691069780849 128102.0834833635599352 135604.0997822221543174 137682.5358117705618497 140893.2093787911580876 132254.1858407237450592 122480.0209245696314611 133312.7318561526772100 135306.6131268528988585 144241.7586205120023806 128056.9708958838600665 139483.6812998008972500 135142.3555193353386130
   -6035.8648153919439210    -6174.0724526777703431        0.0000000000000000       2602        195        129        138        121          0          0        0.0000000000000000 130993.5985885385453003 135698.7297301133221481 124066.9736256171454443 131858.8807916335354093 127343.0018460152641637 116725.1881037646235200 123005.2876545490289573 126760.2027395644690841 130842.3356537209474482 138418.2369675738445949 136072.3622015400906093 126619.8419323601992801 123839.7136420673923567 127893.7475019887642702 131393.2969338630500715 136256.7476728114997968 133895.9814650287153199 128723.5515255544160027 137431.5003807374741882 131268.3672406712430529 132058.3527953288576100 130164.4340711153636221 134831.5249238315154798 127758.3017550779040903
    8800.0738503455086175      239.9441097391581366        0.0000000000000000       3968        166        114        108        110          0          0        0.0000000000000000 142412.2225522101798560 141283.5350201234978158 134741.7657496109895874 132537.0691878313955385 135976.9691056144074537 141243.2297897575481329 127612.0358930039074039 137931.3627378696983214 135860.5184679868689273 139960.2487106682092417 138714.7812293286551721 141914.2126281271048356 141805.1499567365681287 140569.7322059607831761 143981.1171792558452580 144245.6691912358510308 140454.9761883841420058 138501.3232906164776068 130225.3669735036237398 141407.7725386284582783 138282.1608703425445128 138383.4542834638850763 132567.9710103353718296 141435.4932021956483368
